City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Description
347,Jiaocheng,24.6774,116.1389,65.75,96,94,2.93,CN,overcast clouds
348,Manakara,-22.1333,48.0167,70.92,95,100,8.08,MG,light rain
349,Salinopolis,-0.6136,-47.3561,83.05,69,73,8.08,BR,broken clouds
350,Saint-Leu,-21.15,55.2833,72.46,79,56,4.12,RE,broken clouds
351,Barretos,-20.5572,-48.5678,67.33,61,98,11.77,BR,overcast clouds
352,Alta Floresta,-9.8756,-56.0861,89.78,37,83,4.34,BR,broken clouds
353,Ust-Kuyga,70.0167,135.6,5.41,98,100,1.72,RU,overcast clouds
354,Killybegs,54.6333,-8.45,47.01,85,89,7.11,IE,overcast clouds
355,Shimoda,34.6667,138.95,64.11,61,60,20.07,JP,broken clouds
356,Manhush,47.0558,37.3107,48.42,64,99,6.11,UA,overcast clouds
357,Stawell,-37.05,142.7667,44.2,91,53,6.4,AU,broken clouds
358,Marshall,34.3834,-86.3333,78.1,57,40,5.75,US,scattered clouds
359,Puerto Escondido,15.85,-97.0667,86.83,58,40,3.44,MX,scattered clouds
360,Isangel,-19.55,169.2667,77.14,82,8,5.39,VU,clear sky
361,Laguna,38.421,-121.4238,57.49,58,0,12.66,US,clear sky
362,Matagami,49.7502,-77.6328,57.88,60,100,14.05,CA,overcast clouds
363,Muravlenko,63.7898,74.523,20.98,96,100,8.14,RU,light snow
364,Borovskoy,53.8,64.15,32.05,90,100,5.5,KZ,overcast clouds
365,Los Llanos De Aridane,28.6585,-17.9182,69.55,92,75,8.05,ES,broken clouds
366,Grindavik,63.8424,-22.4338,37.87,81,20,11.5,IS,few clouds
367,La Ferte-Bernard,48.1863,0.6536,51.42,84,0,13.96,FR,clear sky
368,Lazo,43.3817,133.9014,24.35,63,1,5.17,RU,clear sky
369,Jever,53.5833,7.9,53.64,76,75,10.36,DE,light rain
370,Langenthal,47.2153,7.7961,52.29,95,100,7.09,CH,moderate rain
371,Roblin,51.23,-101.3565,29.25,47,100,21.79,CA,overcast clouds
372,Maua,-23.6678,-46.4614,63.03,70,79,8.59,BR,broken clouds
373,Samana,19.2056,-69.3369,86.22,70,75,6.91,DO,broken clouds
374,San Juan Bautista,-14.0108,-75.7358,84.13,31,1,10.09,PE,clear sky
375,Macau,22.2006,113.5461,73.13,94,40,10.36,MO,scattered clouds
376,Sesheke,-17.4759,24.2968,72.9,70,7,4.56,ZM,clear sky
377,Scarborough,54.2797,-0.4044,44.65,89,31,3.96,GB,scattered clouds
378,Buchanan,5.8808,-10.0467,79.0,85,100,6.85,LR,overcast clouds
379,Airai,-8.9266,125.4092,62.47,92,100,1.7,TL,overcast clouds
380,Pemangkat,1.1667,108.9667,80.26,81,100,1.19,ID,overcast clouds
381,Mildura,-34.2,142.15,46.08,88,0,6.35,AU,clear sky
382,Padang,-0.9492,100.3543,77.07,88,100,4.32,ID,light rain
383,Kyra,49.5776,111.9753,18.05,65,100,4.41,RU,overcast clouds
384,Walvis Bay,-22.9575,14.5053,60.1,82,0,6.91,NA,clear sky
385,Korla,41.7597,86.1469,48.18,39,98,7.67,CN,overcast clouds
386,Goderich,43.7501,-81.7165,63.91,72,12,13.8,CA,few clouds
387,Luzhou,28.8724,105.4405,64.49,80,100,4.7,CN,overcast clouds
388,Povenets,62.8487,34.8262,29.41,93,51,0.6,RU,broken clouds
389,Bonfim,3.0833,-59.95,73.85,93,100,5.19,BR,overcast clouds
390,Khasan,42.4308,130.6434,32.61,37,0,19.55,RU,clear sky
391,Panaba,21.2833,-88.2667,87.33,62,94,10.29,MX,light rain
392,Taltal,-25.4,-70.4833,65.35,64,22,6.67,CL,few clouds
393,Pailon,-17.65,-62.75,83.88,15,6,12.17,BO,clear sky
394,Clyde River,70.4692,-68.5914,25.03,93,100,9.22,CA,overcast clouds
395,Acapulco,16.8634,-99.8901,84.02,74,0,11.5,MX,clear sky
396,Atasu,48.6814,71.6433,35.38,69,75,8.7,KZ,broken clouds
397,Atar,20.5169,-13.0499,82.8,9,0,7.52,MR,clear sky
398,Celestun,20.8667,-90.4,84.7,69,100,9.28,MX,light rain
399,Necochea,-38.5473,-58.7368,72.03,37,0,17.87,AR,clear sky
400,Soure,-0.7167,-48.5233,84.25,67,61,8.59,BR,heavy intensity rain
401,Jasper,37.2001,-94.3502,78.46,52,40,29.93,US,scattered clouds
402,Redwater,33.3582,-94.2544,79.21,70,18,9.95,US,few clouds
403,Sisimiut,66.9395,-53.6735,20.39,57,100,8.41,GL,overcast clouds
404,Longyearbyen,78.2186,15.6401,32.86,93,100,4.03,SJ,overcast clouds
405,Chapais,49.7834,-74.8492,58.78,56,100,14.36,CA,overcast clouds
406,Rackeresztur,47.2736,18.8334,52.12,72,38,7.14,HU,scattered clouds
407,Kitzingen,49.7333,10.1667,52.48,69,100,10.2,DE,overcast clouds
408,Porto Novo,6.4965,2.6036,82.22,86,67,6.02,BJ,broken clouds
409,Buenos Aires,-34.6132,-58.3772,78.69,48,0,16.11,AR,clear sky
410,Curillo,1.0333,-75.9191,70.43,76,100,4.5,CO,overcast clouds
411,Port Shepstone,-30.7414,30.455,70.11,87,100,4.03,ZA,light rain
412,Ust-Tsilma,65.441,52.1498,11.93,97,59,1.95,RU,broken clouds
413,Kirakira,-10.4544,161.9205,78.08,85,4,5.68,SB,clear sky
414,Castle Rock,39.3722,-104.8561,40.59,62,100,7.0,US,overcast clouds
415,Grand-Santi,4.25,-54.3833,78.73,91,100,0.92,GF,overcast clouds
416,Hay River,60.8156,-115.7999,19.98,70,100,12.95,CA,overcast clouds
417,Muros,42.7762,-9.0603,53.1,89,89,5.66,ES,overcast clouds
418,Nalut,30.3333,10.85,65.55,28,3,4.27,LY,clear sky
419,Cockburn Town,21.4612,-71.1419,80.67,65,7,11.81,TC,clear sky
420,Ancud,-41.8697,-73.8203,61.3,72,24,7.67,CL,few clouds
421,Kozluk,38.1938,41.4885,43.05,34,8,2.51,TR,clear sky
422,Svetlogorsk,52.6333,29.7333,45.82,94,100,6.98,BY,overcast clouds
423,Praia,14.9215,-23.5087,82.94,51,0,12.66,CV,clear sky
424,Kijang,35.2442,129.2139,49.73,59,66,6.31,KR,broken clouds
425,Novobureyskiy,49.798,129.8774,14.94,94,24,4.25,RU,few clouds
426,Palmer,42.1584,-72.3287,69.33,41,20,8.05,US,few clouds
427,Warmbad,-28.45,18.7333,68.81,41,0,17.52,NA,clear sky
428,Copiapo,-27.3667,-70.3333,62.29,21,2,10.63,CL,clear sky
429,Kilemary,56.7783,46.8659,33.55,91,100,5.79,RU,overcast clouds
430,Codrington,-38.2667,141.9667,48.72,91,100,4.63,AU,overcast clouds
431,Bara,10.3744,10.7288,81.99,32,100,6.35,NG,overcast clouds
432,Henties Bay,-22.116,14.2845,59.61,81,1,6.87,NA,clear sky
433,Saskylakh,71.9167,114.0833,12.65,93,100,9.57,RU,overcast clouds
434,Ilulissat,69.2167,-51.1,28.42,50,40,19.57,GL,scattered clouds
435,Drumheller,51.4617,-112.7101,19.06,90,7,8.28,CA,clear sky
436,Dolinsk,47.35,142.8,28.89,71,39,7.09,RU,scattered clouds
437,Traverse City,44.7631,-85.6206,73.83,41,40,19.57,US,scattered clouds
438,Zdvinsk,54.7021,78.661,33.03,70,100,8.03,RU,overcast clouds
439,Vikulovo,56.8167,70.6107,33.55,97,100,10.02,RU,light snow
440,Rolandia,-23.3097,-51.3692,73.31,60,51,8.5,BR,broken clouds
441,Banjar,-8.19,114.9675,77.97,91,85,3.24,ID,overcast clouds
442,Cervo,43.6702,-7.4101,59.97,78,23,12.66,ES,few clouds
443,Saint-Denis,48.9167,2.3333,52.11,86,0,11.5,FR,clear sky
444,Batagay,67.6333,134.6333,6.42,96,100,3.85,RU,overcast clouds
445,Santana,-0.0583,-51.1817,89.78,66,40,5.75,BR,scattered clouds
446,Valkeakoski,61.2642,24.0312,43.27,93,100,7.83,FI,overcast clouds
447,Baykit,61.67,96.37,7.5,97,97,2.13,RU,overcast clouds
448,Raudeberg,61.9875,5.1352,50.86,67,100,17.36,NO,overcast clouds
449,Port Augusta,-32.5,137.7667,54.75,70,0,5.97,AU,clear sky
450,Malanje,-9.5402,16.341,62.51,96,93,0.4,AO,overcast clouds
451,Cayenne,4.9333,-52.3333,86.04,70,75,11.5,GF,light rain
452,Mokhsogollokh,61.4681,128.9203,12.83,96,100,1.9,RU,light snow
453,San Luis,-33.295,-66.3356,80.71,11,100,18.3,AR,overcast clouds
454,Marsa Matruh,31.3525,27.2453,69.24,63,0,4.79,EG,clear sky
455,Yerbogachen,61.2767,108.0108,-2.38,99,13,2.46,RU,few clouds
456,Vertientes,21.2594,-78.1464,86.61,62,53,13.6,CU,broken clouds
457,Utrecht,52.0,5.25,54.09,94,100,5.01,NL,light rain
458,Malabo,3.75,8.7833,79.3,84,98,3.2,GQ,overcast clouds
459,Mairwa,26.2333,84.15,71.4,53,71,3.24,IN,broken clouds
460,Agadez,19.75,10.25,70.38,23,0,8.19,NE,clear sky
461,Lavrentiya,65.5833,-171.0,10.51,81,13,9.19,RU,few clouds
462,Taylorville,39.5489,-89.2945,73.87,43,0,16.11,US,clear sky
463,Lorengau,-2.0226,147.2712,80.73,78,100,0.43,PG,overcast clouds
464,Bonavista,48.6499,-53.1147,38.05,63,100,28.79,CA,overcast clouds
465,Acarau,-2.8856,-40.12,83.57,68,32,15.46,BR,scattered clouds
466,Namtsy,62.7161,129.6658,5.47,96,100,3.87,RU,light snow
467,Taonan,45.3333,122.7833,21.87,65,0,6.89,CN,clear sky
468,Kindu,-2.95,25.95,70.02,93,94,2.35,CD,overcast clouds
469,Gore,-46.1028,168.9436,50.02,63,25,10.74,NZ,scattered clouds
470,Christchurch,-43.5333,172.6333,61.0,62,4,8.05,NZ,clear sky
471,Strezhevoy,60.7333,77.5889,31.64,92,100,5.57,RU,overcast clouds
472,Samdari,25.8167,72.5833,80.49,30,0,7.76,IN,clear sky
473,Gasa,31.5,34.4667,71.78,61,0,6.82,PS,clear sky
474,Balkhash,46.844,74.9804,42.06,52,100,8.7,KZ,overcast clouds
475,Aswan,24.0934,32.907,72.64,29,65,10.58,EG,broken clouds
476,Minab,27.1467,57.0801,77.32,78,97,1.14,IR,overcast clouds
477,Maraa,-1.8333,-65.3667,81.27,59,82,4.45,BR,broken clouds
478,Alexandria,31.2156,29.9553,70.84,60,0,7.45,EG,clear sky
479,Ambo,-10.1308,-76.2047,74.48,53,29,10.31,PE,scattered clouds
480,Athabasca,54.7169,-113.2854,22.98,66,79,11.41,CA,broken clouds
481,Beringovskiy,63.05,179.3167,14.29,92,100,5.73,RU,overcast clouds
482,Puerto Carreno,6.189,-67.4859,79.14,72,100,14.03,CO,overcast clouds
483,Hit,33.6416,42.8251,67.17,27,0,8.3,IQ,clear sky
484,Antalaha,-14.9003,50.2788,71.29,85,44,0.83,MG,scattered clouds
485,Zhigansk,66.7697,123.3711,2.66,94,99,7.61,RU,overcast clouds
486,Matay,28.419,30.7792,70.54,48,69,8.08,EG,broken clouds
487,Betsiamites,48.9413,-68.646,59.4,71,100,17.34,CA,overcast clouds
488,Baruun-Urt,46.6806,113.2792,19.67,60,1,8.43,MN,clear sky
489,Nola,40.922,14.5329,66.63,84,10,2.68,IT,clear sky
490,Fort Atkinson,42.9289,-88.8371,71.65,60,54,4.0,US,broken clouds
491,Beltangadi,13.9833,75.3,67.1,94,19,4.34,IN,few clouds
492,Santa Maria,-29.6842,-53.8069,72.66,38,0,7.14,BR,clear sky
493,Vangaindrano,-23.35,47.6,72.1,92,100,2.98,MG,light rain
494,Vardo,70.3705,31.1107,39.18,93,75,10.36,NO,broken clouds
495,Banepa,27.6298,85.5214,53.92,88,20,3.44,NP,few clouds
496,Fortuna,40.5982,-124.1573,51.93,80,0,4.61,US,clear sky
497,Shirokiy,49.758,129.523,15.6,92,7,7.34,RU,clear sky
498,Inhambane,-23.865,35.3833,73.38,88,40,3.44,MZ,scattered clouds
499,Pucallpa,-8.3791,-74.5539,86.04,35,20,10.36,PE,few clouds
500,Caceres,39.522,-6.3748,58.01,95,100,4.68,ES,overcast clouds
501,Constitucion,-35.3333,-72.4167,60.67,65,15,6.89,CL,few clouds
502,Chokurdakh,70.6333,147.9167,-9.9,94,100,3.71,RU,overcast clouds
503,Donji Milanovac,44.4627,22.1523,53.74,71,14,3.15,RS,few clouds
504,Petropavlovsk-Kamchatskiy,53.0452,158.6483,32.59,100,100,2.24,RU,overcast clouds
505,Talladega,33.4359,-86.1058,80.89,47,40,5.75,US,scattered clouds
506,Lazdijai,54.2333,23.5167,43.68,85,1,1.3,LT,clear sky
507,Poum,-20.2333,164.0167,77.88,79,3,6.85,NC,clear sky
508,Nhulunbuy,-12.2333,136.7667,77.61,78,10,5.75,AU,clear sky
509,Almansa,38.8692,-1.0971,60.1,57,100,20.92,ES,overcast clouds
510,Fukue,32.6881,128.8419,64.2,65,9,23.58,JP,clear sky
511,Krasnoselkup,65.7,82.4667,3.11,92,25,6.44,RU,scattered clouds
512,Ugoofaaru,5.6667,73.0,81.72,75,17,10.04,MV,few clouds
